,소재지도로명,위도,경도,시군구코드,업태명,업소명,소재지도로명.1,소재지지번,지도점검일자,처분명,ㅉ,위반일자,처분내용
142,서울특별시 동작구 신대방1가길 38 (신대방동성원상떼빌105동206),37.508492600000004,126.9610155,3190000.0,치킨,멘토,서울특별시 동작구 신대방1가길 38 (신대방동성원상떼빌105동206),서울특별시 동작구 신대방동 719번지 성원상떼빌105동206,20180402.0,직권말소,법 제37조 7항,20180402.0,직권말소
143,서울특별시 동작구 흑석로 111-6 (흑석동),37.499026799999996,126.9299874,3190000.0,치킨,The 돼지,서울특별시 동작구 흑석로 111-6 (흑석동),서울특별시 동작구 흑석동 181번지 14호,20180409.0,시정명령,법 제71조 법 제74조 및 법 제75조,20180409.0,시정명령
144,서울특별시 동작구 국사봉1길 25 (상도동2층),37.4862754,126.9802327,3190000.0,치킨,멜랑꼴리,서울특별시 동작구 국사봉1길 25 (상도동2층),서울특별시 동작구 상도동 324번지 27호 2층,20071209.0,영업정지 3월,식품위생법 제31조,20071209.0,영업정지 3월
145,서울특별시 동작구 동작대로27다길 26 (사당동),37.4862754,126.9802327,3190000.0,치킨,홍가 이수역점,서울특별시 동작구 동작대로27다길 26 (사당동),서울특별시 동작구 사당동 138번지 3호,20100704.0,영업정지 20일 및 과징금 1200000원부과,식품위생법 제44조제2항 및 식품위생법 제75조,20100704.0,영업정지 20일 및 과징금 1200000원부과
146,서울특별시 동작구 동작대로27다길 26 (사당동),37.507824600000006,126.960673,3190000.0,치킨,구노포차이수역점,서울특별시 동작구 동작대로27다길 26 (사당동),서울특별시 동작구 사당동 138번지 3호,20140705.0,영업정지,식품위생법 제44조,20140705.0,영업정지
147,서울특별시 동작구 흑석로 101-3 (흑석동),37.5049279,126.9415119,3190000.0,치킨,홍콩반점0410중앙대점,서울특별시 동작구 흑석로 101-3 (흑석동),서울특별시 동작구 흑석동 184번지 24호,20190304.0,과태료부과,법 제101조제2항 제1호,20190304.0,과태료부과
148,서울특별시 동작구 상도로 206 (상도동지하1층),37.5049279,126.9415119,3190000.0,치킨,길벗호프,서울특별시 동작구 상도로 206 (상도동지하1층),서울특별시 동작구 상도동 170번지 10호 지하1층,20080609.0,시정명령,식품위생법 제31조 및 동법시행규칙 제42조,20080609.0,시정명령
149,서울특별시 동작구 상도로 206 (상도동지하1층),37.5134152,126.94548449999999,3190000.0,치킨,길벗호프,서울특별시 동작구 상도로 206 (상도동지하1층),서울특별시 동작구 상도동 170번지 10호 지하1층,20080609.0,시정명령,식품위생법55조 및 동법시행규칙 제53호,20080609.0,시정명령
150,서울특별시 동작구 노량진로 176 (노량진동지하1층),37.5128011,126.94311210000001,3190000.0,치킨,댄디(Dandy),서울특별시 동작구 노량진로 176 (노량진동지하1층),서울특별시 동작구 노량진동 148번지 89호 지하1층,20090223.0,과태료부과,식품위생법 제26조,20090223.0,과태료부과
151,서울특별시 동작구 노량진로14가길 11 201호 (노량진동나루아카데미),37.5117549,126.9446064,3190000.0,치킨,오르카(ORCA),서울특별시 동작구 노량진로14가길 11 201호 (노량진동나루아카데미),서울특별시 동작구 노량진동 81번지 나루아카데미-201,20140609.0,영업신고 사항 직권말소,식품위생법 제37조 및 동법 시행규칙 제47조의2,20140609.0,영업신고 사항 직권말소
152,서울특별시 동작구 만양로16길 9 (노량진동),37.5117549,126.9446064,3190000.0,치킨,청진다래,서울특별시 동작구 만양로16길 9 (노량진동),서울특별시 동작구 노량진동 119번지 153호,20101226.0,영업정지2월,식품위생법 제44조2항 및 동법 제75조,20101226.0,영업정지2월
153,서울특별시 동작구 만양로16길 9 (노량진동),37.4946469,126.9571973,3190000.0,치킨,청진다래,서울특별시 동작구 만양로16길 9 (노량진동),서울특별시 동작구 노량진동 119번지 153호,20101226.0,영업정지2월,식품위생법 제44조2항 및 동법 제75조,20101226.0,영업정지2월
154,서울특별시 동작구 상도로61길 44 (상도동),37.4946469,126.9571973,3190000.0,치킨,짚동가리쌩주,서울특별시 동작구 상도로61길 44 (상도동),서울특별시 동작구 상도동 504번지 2호,20120602.0,영업정지,식품위생법 제44조,20120602.0,영업정지
155,서울특별시 동작구 상도로61길 44 (상도동),37.4958464,126.9527487,3190000.0,치킨,짚동가리쌩주,서울특별시 동작구 상도로61길 44 (상도동),서울특별시 동작구 상도동 504번지 2호,20120803.0,영업정지,식품위생법 제44조 제2항 위반 같은법 제75조 적용,20120803.0,영업정지
156,서울특별시 동작구 상도로54길 38 (상도동완금빌딩 1층),37.498613399999996,126.9295104,3190000.0,치킨,비에르,서울특별시 동작구 상도로54길 38 (상도동완금빌딩 1층),서울특별시 동작구 상도동 491번지 1호 완금빌딩 1층,20090322.0,영업정지2월,식품위생법 제31조제1항,20090322.0,영업정지2월
157,서울특별시 동작구 국사봉1길 18 (상도동1001호),37.5081518,126.94030359999998,3190000.0,치킨,사바사바,서울특별시 동작구 국사봉1길 18 (상도동1001호),서울특별시 동작구 상도동 323번지 4호 1001호,20130120.0,영업정지,식품위생법 제44조 제2항,20130120.0,영업정지
158,서울특별시 동작구 장승배기로 120 (노량진동),37.477196500000005,126.97888400000001,3190000.0,치킨,비스트로 구엘,서울특별시 동작구 장승배기로 120 (노량진동),서울특별시 동작구 노량진동 309번지 39호,20091013.0,시정명령,식품위생법 제44조(영업자준수사항),20091013.0,시정명령
159,서울특별시 동작구 동작대로1길 43-1 (사당동(1층)),37.4862393,126.9806459,3190000.0,치킨,해랑(浪浪),서울특별시 동작구 동작대로1길 43-1 (사당동(1층)),서울특별시 동작구 사당동 1044번지 10호 (1층),20170530.0,과태료부과,법 제101조제2항 제1호,20170530.0,과태료부과
160,서울특별시 동작구 동작대로27다길 29 102호201호 (사당동 서광시티뷰),37.4862393,126.9806459,3190000.0,치킨,스타플레이,서울특별시 동작구 동작대로27다길 29 102호201호 (사당동 서광시티뷰),서울특별시 동작구 사당동 138번지 4호 서광시티뷰-(102201),20111022.0,영업정지,식품위생법 제44조제2항 제75조 및 같은법 시행규칙 제89조,20111022.0,영업정지
161,서울특별시 동작구 동작대로27다길 29 102호201호 (사당동 서광시티뷰),37.4970194,126.9353844,3190000.0,치킨,스타플레이,서울특별시 동작구 동작대로27다길 29 102호201호 (사당동 서광시티뷰),서울특별시 동작구 사당동 138번지 4호 서광시티뷰-(102201),20111022.0,영업정지,식품위생법 제44조제2항 제75조 및 같은법 시행규칙 제89조,20111022.0,영업정지
162,서울특별시 동작구 성대로10나길 14 (상도동),37.4868023,126.96651740000001,3190000.0,치킨,길목,서울특별시 동작구 성대로10나길 14 (상도동),서울특별시 동작구 상도동 268번지 2호,20100302.0,시정명령,식품위생법 제44조제1항,20100302.0,시정명령
163,서울특별시 동작구 사당로2차길 41 (사당동),37.4868023,126.96651740000001,3190000.0,치킨,치킨IN(인),서울특별시 동작구 사당로2차길 41 (사당동),서울특별시 동작구 사당동 206번지 30호,20111010.0,과태료부과(40만원),식품위생법 제40조 위반 같은법 제101조 적용,20111010.0,과태료부과(40만원)
164,서울특별시 동작구 사당로2차길 41 (사당동),37.488903,126.9067983,3190000.0,치킨,치킨IN(인),서울특별시 동작구 사당로2차길 41 (사당동),서울특별시 동작구 사당동 206번지 30호,20120712.0,영업소폐쇄,식품위생법 제36조 및 제37조 위반 같은법 제75조 적용,20120712.0,영업소폐쇄
165,서울특별시 동작구 시흥대로 640 (신대방동),37.488903,126.9067983,3190000.0,치킨,명애호프,서울특별시 동작구 시흥대로 640 (신대방동),서울특별시 동작구 신대방동 685번지,20140825.0,영업정지,식품위생법 제44조 및 동법 제75조,20140825.0,영업정지
166,서울특별시 동작구 시흥대로 640 (신대방동),37.4877803,126.91206480000001,3190000.0,치킨,명애호프,서울특별시 동작구 시흥대로 640 (신대방동),서울특별시 동작구 신대방동 685번지,20150120.0,영업정지,식품위생법 제44조,20150120.0,영업정지
167,서울특별시 동작구 신대방길 9 (신대방동(2층)),37.480593,126.9721861,3190000.0,치킨,담원,서울특별시 동작구 신대방길 9 (신대방동(2층)),서울특별시 동작구 신대방동 692번지 60호 (2층),20120423.0,불문처리,식품위생법 제44조 제1항 위반 같은법 제75조 적용,20120423.0,불문처리
168,서울특별시 동작구 사당로22나길 87 (사당동),37.4948751,126.95702340000001,3190000.0,치킨,애주가,서울특별시 동작구 사당로22나길 87 (사당동),서울특별시 동작구 사당동 309번지 28호,20110527.0,영업소폐쇄,식품위생법 제36조 제37조제4항 제75조 동법시행규칙 제89조,20110527.0,영업소폐쇄
169,서울특별시 동작구 상도로61길 37 (상도동(지하1층)),37.4948751,126.95702340000001,3190000.0,치킨,엉클(UNCLE),서울특별시 동작구 상도로61길 37 (상도동(지하1층)),서울특별시 동작구 상도동 505번지 9호 (지하1층),20131113.0,시정명령,식품위생법 제71조,20131113.0,시정명령
170,서울특별시 동작구 상도로61길 37 (상도동(지하1층)),37.4983907,126.9283035,3190000.0,치킨,엉클(UNCLE),서울특별시 동작구 상도로61길 37 (상도동(지하1층)),서울특별시 동작구 상도동 505번지 9호 (지하1층),20171210.0,영업정지,법 제75조,20171210.0,영업정지
171,서울특별시 동작구 보라매로 104 (신대방동(지하1층)),37.491243100000005,126.9240825,3190000.0,치킨,보리수,서울특별시 동작구 보라매로 104 (신대방동(지하1층)),서울특별시 동작구 신대방동 348번지 3호 (지하1층),20110721.0,시정명령,식품위생법 제71조 및 동법시행규칙 제89조,20110721.0,시정명령
172,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미(지하1층 1314호)),37.491243100000005,126.9240825,3190000.0,치킨,칼포니,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미(지하1층 1314호)),서울특별시 동작구 신대방동 395번지 69호 보라매아카데미(지하1층 1314호),20170803.0,과태료부과 16만원,법 제101조제2항 제1호,20170803.0,과태료부과 16만원
173,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미(지하1층 1314호)),37.5010919,126.93326259999999,3190000.0,치킨,칼포니,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미(지하1층 1314호)),서울특별시 동작구 신대방동 395번지 69호 보라매아카데미(지하1층 1314호),20170803.0,과태료부과 16만원,법 제101조제2항제1호,20170803.0,과태료부과 16만원
174,서울특별시 동작구 상도로 118 (상도동),37.498969,126.9211636,3190000.0,치킨,대박나요,서울특별시 동작구 상도로 118 (상도동),서울특별시 동작구 상도동 347번지 4호,20130416.0,영업 신고사항 직권말소,식품위생법 제37조7항 및 동법시행규칙 제42조의 2,20130613.0,영업 신고사항 직권말소
175,서울특별시 동작구 여의대방로24가길 16 (대방동),37.494620399999995,126.9573617,3190000.0,치킨,해달눈비,서울특별시 동작구 여의대방로24가길 16 (대방동),서울특별시 동작구 대방동 416번지 3호,20180326.0,직권말소,법 제37조 7항,20180326.0,직권말소
176,서울특별시 동작구 상도로61길 48 (상도동),37.512037799999995,126.9356733,3190000.0,치킨,아지트,서울특별시 동작구 상도로61길 48 (상도동),서울특별시 동작구 상도동 504번지 1호,20130315.0,과태료부과(24만원),식품위생법 제40조,20130313.0,과태료부과(24만원)
177,서울특별시 동작구 노량진로6길 22 (노량진동),37.4958233,126.95359380000001,3190000.0,치킨,가연,서울특별시 동작구 노량진로6길 22 (노량진동),서울특별시 동작구 노량진동 271번지 16호,20100609.0,시정명령,식품위생법제71조및법제75조,20100609.0,시정명령
178,서울특별시 동작구 상도로 368 (상도동),37.479792700000004,126.98090420000001,3190000.0,치킨,빌게이츠,서울특별시 동작구 상도로 368 (상도동),서울특별시 동작구 상도동 489번지 7호,20120210.0,영업정지,식품위생법 제44조제2항,20120210.0,영업정지
179,서울특별시 동작구 동작대로7길 11 (사당동(2층)),37.4891011,126.9100023,3190000.0,치킨,깻잎포차2,서울특별시 동작구 동작대로7길 11 (사당동(2층)),서울특별시 동작구 사당동 1031번지 1호 (2층),20110805.0,영업정지,식품위생법 제44조제2항 동법 제75조 및 동법시행규칙 제89조,20110805.0,영업정지
180,서울특별시 동작구 신대방길 74 (신대방동1층),37.487396999999994,126.9815442,3190000.0,치킨,조선포차,서울특별시 동작구 신대방길 74 (신대방동1층),서울특별시 동작구 신대방동 604번지 5호 1층,20120711.0,시정명령,식품위생법 제71조,20120711.0,시정명령
181,서울특별시 동작구 동작대로27길 5 (사당동 지안플라자 3층),37.4855933,126.98023290000002,3190000.0,치킨,풍운아,서울특별시 동작구 동작대로27길 5 (사당동 지안플라자 3층),서울특별시 동작구 사당동 139번지 30호 지안플라자 3층,20120307.0,과태료부과(32만원),식품위생법 제40조 위반 같은법 제101조 적용,20120307.0,과태료부과(32만원)
182,서울특별시 동작구 동작대로27다길 44 (사당동 1층),37.508162299999995,126.9626013,3190000.0,치킨,빨강포차,서울특별시 동작구 동작대로27다길 44 (사당동 1층),서울특별시 동작구 사당동 142번지 18호 1층,20150428.0,시설개수명령,식품위생법 제36조 제74조,20150428.0,시설개수명령
183,서울특별시 동작구 서달로15길 7 (흑석동),37.4841672,126.98130490000001,3190000.0,치킨,어장관리,서울특별시 동작구 서달로15길 7 (흑석동),서울특별시 동작구 흑석동 101번지 1호,20180402.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180402.0,시설개수명령
184,서울특별시 동작구 동작대로23길 7 (사당동 1층 102호 103호 104호),37.5061494,126.9616735,3190000.0,치킨,다가올레 olle' 맥주창고,서울특별시 동작구 동작대로23길 7 (사당동 1층 102호 103호 104호),서울특별시 동작구 사당동 1007번지 3호 1층 102호 103호 104호,20180717.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180717.0,시설개수명령
185,서울특별시 동작구 현충로 96-1 (흑석동 2층),37.5124854,126.94055800000001,3190000.0,치킨,올리브,서울특별시 동작구 현충로 96-1 (흑석동 2층),서울특별시 동작구 흑석동 8번지 30호 2층,20170411.0,과태료부과(10만원-사전납부시20%감경),법 제101조제2항 제1호,20170411.0,과태료부과(10만원-사전납부시20%감경)
186,서울특별시 동작구 장승배기로28길 5 (노량진동 1층),37.498737799999994,126.92099840000002,3190000.0,치킨,포차팩토리,서울특별시 동작구 장승배기로28길 5 (노량진동 1층),서울특별시 동작구 노량진동 54번지 20호 1층,20200113.0,직권말소,법 제37조 7항,20200113.0,직권말소
187,서울특별시 동작구 여의대방로24가길 12 (대방동 1층),37.4852002,126.97916740000001,3190000.0,치킨,비어락맥주창고,서울특별시 동작구 여의대방로24가길 12 (대방동 1층),서울특별시 동작구 대방동 415번지 51호 1층,20191031.0,과태료 8만원,법 제101조제2항제1호,20191031.0,과태료 8만원
188,서울특별시 동작구 동작대로25길 52-14 (사당동 1층),37.5082652,126.96107859999998,3190000.0,치킨,스타커피호프,서울특별시 동작구 동작대로25길 52-14 (사당동 1층),서울특별시 동작구 사당동 141번지 48호 1층,20180327.0,직권말소,법 제37조 7항,20180327.0,직권말소
189,서울특별시 동작구 흑석로 109-2 (흑석동 2층),37.5082652,126.96107859999998,3190000.0,치킨,실내포차 중대촌,서울특별시 동작구 흑석로 109-2 (흑석동 2층),서울특별시 동작구 흑석동 181번지 13호 2층,20170317.0,영업정지,법 제75조,20170714.0,영업정지
190,서울특별시 동작구 흑석로 109-2 (흑석동 2층),37.5150948,126.9443784,3190000.0,치킨,실내포차 중대촌,서울특별시 동작구 흑석로 109-2 (흑석동 2층),서울특별시 동작구 흑석동 181번지 13호 2층,20170317.0,영업정지,법 제75조,20170317.0,영업정지
191,서울특별시 동작구 노들로 688 (노량진동),37.483404799999995,126.97307250000001,3190000.0,치킨,충남집,서울특별시 동작구 노들로 688 (노량진동),서울특별시 동작구 노량진동 13번지 8호 지상1층2층,20180208.0,직권말소,법 제37조 7항,20180208.0,직권말소
192,서울특별시 동작구 사당로 230 (사당동),37.483404799999995,126.97307250000001,3190000.0,치킨,압구정 봉구비어,서울특별시 동작구 사당로 230 (사당동),서울특별시 동작구 사당동 265번지 71호,20140701.0,시정명령,식품위생법 제71조,20140701.0,시정명령
193,서울특별시 동작구 사당로 230 (사당동),37.4963701,126.9279603,3190000.0,치킨,압구정 봉구비어,서울특별시 동작구 사당로 230 (사당동),서울특별시 동작구 사당동 265번지 71호,20140821.0,과징금부과(영업정지 7일 갈음),식품위생법 제74조 및 제75조,20140807.0,과징금부과(영업정지 7일 갈음)
195,서울특별시 동작구 등용로14길 76 (노량진동 1층),37.484109000000004,126.97323590000002,3190000.0,치킨,달봉비어 노량진점,서울특별시 동작구 등용로14길 76 (노량진동 1층),서울특별시 동작구 노량진동 271번지 4호 1층,20200113.0,직권말소,법 제37조 7항,20200113.0,직권말소
196,서울특별시 동작구 사당로17나길 4 1층 (사당동),37.4876225,126.90713229999999,3190000.0,치킨,용구비어 남성역점,서울특별시 동작구 사당로17나길 4 1층 (사당동),서울특별시 동작구 사당동 257번지 25호,20160804.0,과태료 부과 8만원,법 제101조제2항제1호,20160804.0,과태료 부과 8만원
197,서울특별시 동작구 신대방1가길 38 106동 109호 (신대방동 동작상떼빌),37.4826622,126.9762712,3190000.0,치킨,닭사부,서울특별시 동작구 신대방1가길 38 106동 109호 (신대방동 동작상떼빌),서울특별시 동작구 신대방동 719번지,20161214.0,시정명령,법 제71조 법 제72조 및 법 제75조,20161214.0,시정명령
198,서울특별시 동작구 동작대로15길 96 지상1층 (사당동),37.5009717,126.9324274,3190000.0,치킨,이푸드,서울특별시 동작구 동작대로15길 96 지상1층 (사당동),서울특별시 동작구 사당동 321번지 21호,20200702.0,직권말소,법 제37조 7항,20200702.0,직권말소
199,서울특별시 동작구 상도로 111 지상1층 (상도동),37.4885434,126.98129080000001,3190000.0,치킨,털보닭집,서울특별시 동작구 상도로 111 지상1층 (상도동),서울특별시 동작구 상도동 348번지 148호,20190221.0,과태료부과,법 제101조제2항 제1호,20190221.0,과태료부과
200,서울특별시 동작구 동작대로29가길 11 1층 (사당동),37.4894765,126.9073327,3190000.0,치킨,양계장집아들,서울특별시 동작구 동작대로29가길 11 1층 (사당동),서울특별시 동작구 사당동 88번지 22호,20180703.0,과태료부과,법 제101조제2항 제1호,20180703.0,과태료부과
201,서울특별시 동작구 시흥대로 646 1층 (신대방동),37.4772076,126.9786068,3190000.0,치킨,마녀술집,서울특별시 동작구 시흥대로 646 1층 (신대방동),서울특별시 동작구 신대방동 607번지 28호,20180426.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180426.0,시설개수명령
202,서울특별시 동작구 동작대로1길 49 1층 (사당동),37.4858188,126.9805736,3190000.0,치킨,노가리학교,서울특별시 동작구 동작대로1길 49 1층 (사당동),서울특별시 동작구 사당동 1044번지 7호,20180614.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180614.0,시설개수명령
203,서울특별시 동작구 동작대로25길 30 1층 (사당동),37.482898799999994,126.9739501,3190000.0,치킨,크라운호프 이수점,서울특별시 동작구 동작대로25길 30 1층 (사당동),서울특별시 동작구 사당동 708번지 458호,20190917.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20190917.0,시설개수명령
204,서울특별시 동작구 사당로16길 7 1층 (사당동),37.5016826,126.9410397,3190000.0,치킨,날개잃은통닭,서울특별시 동작구 사당로16길 7 1층 (사당동),서울특별시 동작구 사당동 318번지 13호,20181108.0,직권말소,법 제37조 7항,20181106.0,직권말소
205,서울특별시 동작구 장승배기로 42 1층 (상도동),37.4862215,126.9811945,3190000.0,치킨,바사삭,서울특별시 동작구 장승배기로 42 1층 (상도동),서울특별시 동작구 상도동 204번지 40호,20180329.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180329.0,시설개수명령
206,서울특별시 동작구 동작대로25길 13 1층 (사당동),37.505242200000005,126.9632378,3190000.0,치킨,먹봉이치킨,서울특별시 동작구 동작대로25길 13 1층 (사당동),서울특별시 동작구 사당동 145번지 27호,20191024.0,과태료부과 15만원,법 제101조제2항제1호,20191024.0,과태료부과 15만원
207,서울특별시 동작구 현충로 94 (흑석동),37.5119106,126.94449329999999,3190000.0,치킨,우슬재,서울특별시 동작구 현충로 94 (흑석동),서울특별시 동작구 흑석동 6번지 10호,20180419.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180419.0,시설개수명령
208,서울특별시 동작구 만양로 96 (노량진동),37.4951429,126.9564305,3190000.0,치킨,해리피아,서울특별시 동작구 만양로 96 (노량진동),서울특별시 동작구 노량진동 119번지 152호,20020602.0,과태료 60만원,식품위생법 제26조,20020619.0,과태료 60만원
209,서울특별시 동작구 사당로 18-1 (상도동),37.51242,126.9372865,3190000.0,치킨,발해,서울특별시 동작구 사당로 18-1 (상도동),서울특별시 동작구 상도동 502번지,20091207.0,영업소폐쇄,식품위생법 제75조,20091207.0,영업소폐쇄
210,서울특별시 동작구 노량진로8길 36 (노량진동),37.51242,126.9372865,3190000.0,치킨,투다리,서울특별시 동작구 노량진로8길 36 (노량진동),서울특별시 동작구 노량진동 258번지 40호,20100612.0,영업정지 2월,식품위생법 제44조2항,20100612.0,영업정지 2월
211,서울특별시 동작구 노량진로8길 36 (노량진동),37.50907120000001,126.96113190000001,3190000.0,치킨,투다리,서울특별시 동작구 노량진로8길 36 (노량진동),서울특별시 동작구 노량진동 258번지 40호,20111105.0,과징금 360만원 부과(영업정지1월 갈음),식품위생법 제44조 제2항 위반 같은법 제75조 적용,20111105.0,과징금 360만원 부과(영업정지1월 갈음)
212,서울특별시 동작구 흑석로 115-12 (흑석동),37.4991442,126.9279274,3190000.0,치킨,제플린러시,서울특별시 동작구 흑석로 115-12 (흑석동),서울특별시 동작구 흑석동 164번지 2호,20180403.0,직권말소,법 제37조 7항,20180403.0,직권말소
213,서울특별시 동작구 여의대방로24길 141 (대방동),37.5095469,126.9609229,3190000.0,치킨,폭스,서울특별시 동작구 여의대방로24길 141 (대방동),서울특별시 동작구 대방동 407번지 29호,20031116.0,영업정지 2월,식품위생법 제31조,20031116.0,영업정지 2월
214,서울특별시 동작구 흑석로13나길 9 (흑석동),37.508070700000005,126.96139690000001,3190000.0,치킨,흑석골,서울특별시 동작구 흑석로13나길 9 (흑석동),서울특별시 동작구 흑석동 169번지 27호,20200113.0,직권말소,법 제37조 7항,20200113.0,직권말소
215,서울특별시 동작구 흑석로 110 (흑석동성원빌딩 5층),37.5134152,126.94548449999999,3190000.0,치킨,인생스케치,서울특별시 동작구 흑석로 110 (흑석동성원빌딩 5층),서울특별시 동작구 흑석동 183번지 1호 성원빌딩 5층,20020812.0,과태료 30만원,식품위생법 제27조,20020812.0,과태료 30만원
216,서울특별시 동작구 노량진로 176 (노량진동),37.5134152,126.94548449999999,3190000.0,치킨,공짜아저씨,서울특별시 동작구 노량진로 176 (노량진동),서울특별시 동작구 노량진동 148번지 89호,20051108.0,과태료부과30만원,식품위생법 78조,20051108.0,과태료부과30만원
217,서울특별시 동작구 노량진로 176 (노량진동),37.480929700000004,126.97214650000001,3190000.0,치킨,공짜아저씨,서울특별시 동작구 노량진로 176 (노량진동),서울특별시 동작구 노량진동 148번지 89호,20080227.0,영업소폐쇄,식품위생법 제22조제5항,20080227.0,영업소폐쇄
218,서울특별시 동작구 사당로16길 61 (사당동),37.4868236,126.98121119999999,3190000.0,치킨,개구쟁이호프,서울특별시 동작구 사당로16길 61 (사당동),서울특별시 동작구 사당동 309번지 20호,20111006.0,과태료부과 20만원,식품위생법 제101조,20111006.0,과태료부과 20만원
219,서울특별시 동작구 동작대로27가길 15 (사당동),37.5131509,126.94444080000001,3190000.0,치킨,NOX,서울특별시 동작구 동작대로27가길 15 (사당동),서울특별시 동작구 사당동 137번지 25호,20070412.0,과태료부과,식품위생법 제26조제1항,20060905.0,과태료부과
220,서울특별시 동작구 만양로 110 (노량진동),37.5131509,126.94444080000001,3190000.0,치킨,방가방가,서울특별시 동작구 만양로 110 (노량진동),서울특별시 동작구 노량진동 117번지 15호,20110711.0,과징금부과 360만원,식품위생법 44조 2항 75조 및 동법 시행규칙 89조,20110711.0,과징금부과 360만원
221,서울특별시 동작구 만양로 110 (노량진동),37.5091631,126.9609293,3190000.0,치킨,방가방가,서울특별시 동작구 만양로 110 (노량진동),서울특별시 동작구 노량진동 117번지 15호,20110711.0,과징금부과 360만원,식품위생법 44조 2항 75조 및 동법 시행규칙 89조,20110711.0,과징금부과 360만원
222,서울특별시 동작구 흑석로13길 6 (흑석동),37.4837506,126.9724301,3190000.0,치킨,정성식당,서울특별시 동작구 흑석로13길 6 (흑석동),서울특별시 동작구 흑석동 169번지 7호,20011211.0,영업정지,식품위생법제31조,20011211.0,영업정지
223,서울특별시 동작구 사당로 222-1 (사당동),37.4888324,126.9074439,3190000.0,치킨,포인트셀프호프,서울특별시 동작구 사당로 222-1 (사당동),서울특별시 동작구 사당동 265번지 30호,20020418.0,종사원건강진단미필(2/2),식품위생법 제31조,20020418.0,종사원건강진단미필(2/2)
224,서울특별시 동작구 신대방3길 86 (신대방동),37.4888324,126.9074439,3190000.0,치킨,가로등호프,서울특별시 동작구 신대방3길 86 (신대방동),서울특별시 동작구 신대방동 607번지 44호,20180329.0,직권말소,법 제37조 7항,20180329.0,직권말소
225,서울특별시 동작구 신대방3길 86 (신대방동),37.5129281,126.94360459999999,3190000.0,치킨,가로등호프,서울특별시 동작구 신대방3길 86 (신대방동),서울특별시 동작구 신대방동 607번지 44호,20180329.0,직권말소,법 제37조 7항,20180329.0,직권말소
226,서울특별시 동작구 노량진로16길 14 (노량진동),37.504247799999995,126.93961920000001,3190000.0,치킨,하이트타운,서울특별시 동작구 노량진로16길 14 (노량진동),서울특별시 동작구 노량진동 97번지 1호,20031030.0,과태료20만원부과,식품위생법 제26조,20031030.0,과태료20만원부과
227,서울특별시 동작구 장승배기로10길 6 (상도동),37.4982582,126.9275997,3190000.0,치킨,메카호프,서울특별시 동작구 장승배기로10길 6 (상도동),서울특별시 동작구 상도동 179번지 11호,20011019.0,업소내도박행위,식품위생법제58조,20011206.0,업소내도박행위
228,서울특별시 동작구 여의대방로22길 138 (신대방동),37.5130282,126.94442099999999,3190000.0,치킨,영이네포차,서울특별시 동작구 여의대방로22길 138 (신대방동),서울특별시 동작구 신대방동 349번지 6호,20180514.0,시설개수명령,법 제71조 법 제74조 및 법 제75조,20180514.0,시설개수명령
229,서울특별시 동작구 만양로 108 (노량진동),37.5130282,126.94442099999999,3190000.0,치킨,이화주막,서울특별시 동작구 만양로 108 (노량진동),서울특별시 동작구 노량진동 117번지 16호,20030327.0,영업정지3월,식품위생법 제31조,20030327.0,영업정지3월
230,서울특별시 동작구 만양로 108 (노량진동),37.5133706,126.9439197,3190000.0,치킨,이화주막,서울특별시 동작구 만양로 108 (노량진동),서울특별시 동작구 노량진동 117번지 16호,20090219.0,과태료부과 40만원,식품위생법 제26조,20090219.0,과태료부과 40만원
231,서울특별시 동작구 노량진로 162 (노량진동),37.5007162,126.93197179999999,3190000.0,치킨,천둥지기,서울특별시 동작구 노량진로 162 (노량진동),서울특별시 동작구 노량진동 114번지 5호,20041125.0,시정명령(2004.12.10까지),식품위생법 제55조,20041125.0,시정명령(2004.12.10까지)
232,서울특별시 동작구 상도로 105 (상도동),37.5007162,126.93197179999999,3190000.0,치킨,땡주막,서울특별시 동작구 상도로 105 (상도동),서울특별시 동작구 상도동 348번지 170호,20070412.0,영업정지,식품위생법 제31조제2항제4호,20070327.0,영업정지
233,서울특별시 동작구 상도로 105 (상도동),37.5116281,126.94544180000001,3190000.0,치킨,땡주막,서울특별시 동작구 상도로 105 (상도동),서울특별시 동작구 상도동 348번지 170호,20091223.0,영업정지2월,식품위생법 제75조,20091223.0,영업정지2월
234,서울특별시 동작구 만양로14길 20 (노량진동),37.5116281,126.94544180000001,3190000.0,치킨,서래갈매기,서울특별시 동작구 만양로14길 20 (노량진동),서울특별시 동작구 노량진동 211번지 47호,20091030.0,영업정지,식품위생법 제12조 제13저,20091030.0,영업정지
